event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
STA02,1,Andrew Collins,Patrick Schmitz,David Munoz,Jozsef Horváth,Randall Miller,Tomas Brožová,Milan Paľovčík,Michael Davis,Luis Arranz,Richard Wilkins
STA02,2,Leslie Moore,Andrew Collins,Constantin Albu,Kevin Kent,Adam Milmo,Diogo Freitas,Patrick Schmitz,Jozsef Horváth,Michael Davis,Charles Leonard
STA02,3,Bjorn Kjóisdóttir,Mark Estrada,Ethan Cox,Leslie Moore,Chad Jones,Karoly Molnár,Austin Love,Aidan Reardon,Travis Callahan,Charles Leonard
STA02,4,Constantin Albu,Jeffery Williams,Kevin Kent,Travis Callahan,Darius Grimes,Michael Crawford,Martin Simmons,Simon Wilson,Kevin Hensley,Timo Varis
STA02,5,Anders Thomsen,James Baker,Craig Jackson,Randall Miller,Anthony Gaines,Pavel Čermák,Jeffery Williams,Leslie Moore,Bjorn Kjóisdóttir,Vasile Tomescu
STA02,6,Kevin Roberts,Luis Arranz,Craig Smith,Jose Lucero,Randall Miller,William Ortega,Callum Davison,Patrick Schmitz,Elliot Holmes,Karoly Molnár
STA02,7,Christian Henry,Conor Lee,Elliot Holmes,Jason Clark,Zachary Patel,Philip Hall,Kevin Kent,Simon Wilson,Bjorn Kjóisdóttir,Shane Harris
STA02,8,Conor Lee,Michael Gordon,Ryan Hubbard,Billy Williams,Peter Steiger,Oliver Smith,Charles Leonard,Colton Hammond,Martin Simmons,Joe Heath
STA02,9,Huynh Phạm,Tyler Maughan,Sean Taylor,Abdul Shaw,Eric Welch,Joe Heath,Charles Leonard,Andrew Collins,Darius Grimes,Gary Allison
STA02,10,Damon Peterson,Leslie Moore,Karoly Molnár,Danny Taylor,Kevin Hensley,Patrick Schmitz,Milan Paľovčík,Randall Miller,Macauley McCluskey,Martin Simmons
