event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
STA05,1,Andrew Collins,David Munoz,Tomas Brožová,Jozsef Horváth,Manuel Manning,Elliott Phillips,Michael Davis,Jermaine Foster,Patrick Schmitz,James Dyer
STA05,2,Christopher Dudley,Kevin Kent,Adam Milmo,Duncan Wood,Elliott Phillips,Andrew Collins,Harry Miles,Darius Grimes,Michael Davis,Terence Heaney
STA05,3,Constantin Albu,Aidan Reardon,Karoly Molnár,Manuel Manning,Mark Perry,Jose Lucero,Sean Taylor,David Kennedy,Harry Miles,Kaur Tamm
STA05,4,Charles Leonard,Nathan Banks,Bjorn Kjóisdóttir,Patrick Schmitz,Martin Simmons,Dillon Stanley,Diogo Freitas,Dennis Compton,William Ortega,Manuel Manning
STA05,5,Karoly Molnár,Leslie Moore,Conor Lee,Martin Simmons,Andrew Collins,Elliot Holmes,Kevin Hensley,Constantin Albu,Sean Taylor,Anthony Gaines
STA05,6,Jeffery Williams,Mark Estrada,Vasile Tomescu,Aidan Reardon,Francisco Guajardo,Constantin Albu,Simon Wilson,Jozsef Horváth,Conor Lee,Dillon Stanley
STA05,7,Karoly Molnár,Elliott Phillips,Cristian Salazar,Kevin Kent,Mark Estrada,Ethan Cox,Darius Grimes,Adam Franco,Dillon Stanley,Alexander Campbell
STA05,8,Randall Miller,Christopher Dudley,Damon Peterson,Kaur Tamm,Macauley McCluskey,Adam Franco,Stephen Schwartz,Mark Perry,Juan Gaytán,James Jennings
STA05,9,Aaron Doyle,Steven Keller,Michael Davis,Terence Heaney,James Jennings,Terry Nguyen,Ryan Hubbard,David Morris,Juan Bird,Elliott Phillips
STA05,10,David Munoz,Peter Steiger,Diogo Freitas,Brandon Baker,Adam Franco,Conor Lee,Michael Davis,Steven Keller,Aidan Reardon,Jesse West
